,barcode,entry,species_consensus,groups_consensus,accession_number,usda_q_number,alt_accession_number,uiuc_id,minicores_ainsworth_2025,quantity,transplanted,date_transplant,project,project_id,labeled,survival_6wks,root_exudate_collect_6wks,incubation_start_6wks,incubation_end_6wks,soil_6wks,soil_dry_time_start_6wks,soil_dry_time_end_6wks,root_dry_time_start_6wks,root_dry_time_end_6wks,root_6wks,root_exudate_collect_15wks,incubation_start_15wks,incubation_end_15wks,soil_15wks,soil_dry_time_start_15wks,soil_dry_time_end_15wks,root_dry_time_start_15wks,root_dry_time_end_15wks,root_15wks,notes,week,flush,sample_type,flush_initial_volume,flush_replenish,flush_final_volume,soil_initial_mg,soil_24hrs_mg,soil_final_mg,root_initial_mg,root_final_mg
58,Miscanthus sacchariflorus 4x  'RU2012-056.1WD (4x)'-Accn:RU2012-056.1WD (4x)-Q47667-Alt:,Miscanthus sacchariflorus 4x  'RU2012-056.1WD (4x)',Miscanthus sacchariflorus 4x,N China/Korea/Russia 4x Msa,RU2012-056.1WD (4x),Q47667,,UI19-00082,RU2012-056.1WD (4x),1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,flush_2,exudate,,,,,,,,
59,Miscanthus sacchariflorus 4x  'RU2012-056.1WD (4x)'-Accn:RU2012-056.1WD (4x)-Q47667-Alt:,Miscanthus sacchariflorus 4x  'RU2012-056.1WD (4x)',Miscanthus sacchariflorus 4x,N China/Korea/Russia 4x Msa,RU2012-056.1WD (4x),Q47667,,UI19-00082,RU2012-056.1WD (4x),1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,,soil,,,,,,,,
60,Miscanthus sacchariflorus 4x  'RU2012-056.1WD (4x)'-Accn:RU2012-056.1WD (4x)-Q47667-Alt:,Miscanthus sacchariflorus 4x  'RU2012-056.1WD (4x)',Miscanthus sacchariflorus 4x,N China/Korea/Russia 4x Msa,RU2012-056.1WD (4x),Q47667,,UI19-00082,RU2012-056.1WD (4x),1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,,root,,,,,,,,
61,Miscanthus sacchariflorus 4x  'RU2012-056.1WD (4x)'-Accn:RU2012-056.1WD (4x)-Q47667-Alt:,Miscanthus sacchariflorus 4x  'RU2012-056.1WD (4x)',Miscanthus sacchariflorus 4x,N China/Korea/Russia 4x Msa,RU2012-056.1WD (4x),Q47667,,UI19-00082,RU2012-056.1WD (4x),1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,flush_1,exudate,,,,,,,,
62,Miscanthus sacchariflorus 4x  'RU2012-056.1WD (4x)'-Accn:RU2012-056.1WD (4x)-Q47667-Alt:,Miscanthus sacchariflorus 4x  'RU2012-056.1WD (4x)',Miscanthus sacchariflorus 4x,N China/Korea/Russia 4x Msa,RU2012-056.1WD (4x),Q47667,,UI19-00082,RU2012-056.1WD (4x),1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,flush_2,exudate,,,,,,,,
63,Miscanthus sacchariflorus 4x  'RU2012-056.1WD (4x)'-Accn:RU2012-056.1WD (4x)-Q47667-Alt:,Miscanthus sacchariflorus 4x  'RU2012-056.1WD (4x)',Miscanthus sacchariflorus 4x,N China/Korea/Russia 4x Msa,RU2012-056.1WD (4x),Q47667,,UI19-00082,RU2012-056.1WD (4x),1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,,soil,,,,,,,,
64,Miscanthus sacchariflorus 4x  'RU2012-056.1WD (4x)'-Accn:RU2012-056.1WD (4x)-Q47667-Alt:,Miscanthus sacchariflorus 4x  'RU2012-056.1WD (4x)',Miscanthus sacchariflorus 4x,N China/Korea/Russia 4x Msa,RU2012-056.1WD (4x),Q47667,,UI19-00082,RU2012-056.1WD (4x),1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,,root,,,,,,,,
65,Miscanthus sacchariflorus 4x  'Tomatoh Corporation-1'-Accn:JPN-2010-005-Q46427-Alt:JPN-2010-005,Miscanthus sacchariflorus 4x  'Tomatoh Corporation-1',Miscanthus sacchariflorus 4x,N Japan 4x Msa,JPN-2010-005,Q46427,JPN-2010-005,UI21-00064,JPN-2010-005,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,flush_1,exudate,,,,,,,,
66,Miscanthus sacchariflorus 4x  'Tomatoh Corporation-1'-Accn:JPN-2010-005-Q46427-Alt:JPN-2010-005,Miscanthus sacchariflorus 4x  'Tomatoh Corporation-1',Miscanthus sacchariflorus 4x,N Japan 4x Msa,JPN-2010-005,Q46427,JPN-2010-005,UI21-00064,JPN-2010-005,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,flush_2,exudate,,,,,,,,
67,Miscanthus sacchariflorus 4x  'Tomatoh Corporation-1'-Accn:JPN-2010-005-Q46427-Alt:JPN-2010-005,Miscanthus sacchariflorus 4x  'Tomatoh Corporation-1',Miscanthus sacchariflorus 4x,N Japan 4x Msa,JPN-2010-005,Q46427,JPN-2010-005,UI21-00064,JPN-2010-005,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,,soil,,,,,,,,
68,Miscanthus sacchariflorus 4x  'Tomatoh Corporation-1'-Accn:JPN-2010-005-Q46427-Alt:JPN-2010-005,Miscanthus sacchariflorus 4x  'Tomatoh Corporation-1',Miscanthus sacchariflorus 4x,N Japan 4x Msa,JPN-2010-005,Q46427,JPN-2010-005,UI21-00064,JPN-2010-005,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,,root,,,,,,,,
69,Miscanthus sacchariflorus 4x  'Tomatoh Corporation-1'-Accn:JPN-2010-005-Q46427-Alt:JPN-2010-005,Miscanthus sacchariflorus 4x  'Tomatoh Corporation-1',Miscanthus sacchariflorus 4x,N Japan 4x Msa,JPN-2010-005,Q46427,JPN-2010-005,UI21-00064,JPN-2010-005,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,flush_1,exudate,,,,,,,,
70,Miscanthus sacchariflorus 4x  'Tomatoh Corporation-1'-Accn:JPN-2010-005-Q46427-Alt:JPN-2010-005,Miscanthus sacchariflorus 4x  'Tomatoh Corporation-1',Miscanthus sacchariflorus 4x,N Japan 4x Msa,JPN-2010-005,Q46427,JPN-2010-005,UI21-00064,JPN-2010-005,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,flush_2,exudate,,,,,,,,
71,Miscanthus sacchariflorus 4x  'Tomatoh Corporation-1'-Accn:JPN-2010-005-Q46427-Alt:JPN-2010-005,Miscanthus sacchariflorus 4x  'Tomatoh Corporation-1',Miscanthus sacchariflorus 4x,N Japan 4x Msa,JPN-2010-005,Q46427,JPN-2010-005,UI21-00064,JPN-2010-005,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,,soil,,,,,,,,
72,Miscanthus sacchariflorus 4x  'Tomatoh Corporation-1'-Accn:JPN-2010-005-Q46427-Alt:JPN-2010-005,Miscanthus sacchariflorus 4x  'Tomatoh Corporation-1',Miscanthus sacchariflorus 4x,N Japan 4x Msa,JPN-2010-005,Q46427,JPN-2010-005,UI21-00064,JPN-2010-005,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,,root,,,,,,,,
73,"Miscanthus sacchariflorus 4x  'Hokkaido U, Livestock Farm-2'-Accn:JPN-2011-008-Q46808-Alt:JPN-2011-008","Miscanthus sacchariflorus 4x  'Hokkaido U, Livestock Farm-2'",Miscanthus sacchariflorus 4x,N Japan 4x Msa,JPN-2011-008,Q46808,JPN-2011-008,UI21-00063,JPN-2011-008,2,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,,,,,,,,,,,,,,,,,,,,6wks,flush_1,exudate,,,,,,,,
74,"Miscanthus sacchariflorus 4x  'Hokkaido U, Livestock Farm-2'-Accn:JPN-2011-008-Q46808-Alt:JPN-2011-008","Miscanthus sacchariflorus 4x  'Hokkaido U, Livestock Farm-2'",Miscanthus sacchariflorus 4x,N Japan 4x Msa,JPN-2011-008,Q46808,JPN-2011-008,UI21-00063,JPN-2011-008,2,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,,,,,,,,,,,,,,,,,,,,6wks,flush_2,exudate,,,,,,,,
75,"Miscanthus sacchariflorus 4x  'Hokkaido U, Livestock Farm-2'-Accn:JPN-2011-008-Q46808-Alt:JPN-2011-008","Miscanthus sacchariflorus 4x  'Hokkaido U, Livestock Farm-2'",Miscanthus sacchariflorus 4x,N Japan 4x Msa,JPN-2011-008,Q46808,JPN-2011-008,UI21-00063,JPN-2011-008,2,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,,,,,,,,,,,,,,,,,,,,6wks,,soil,,,,,,,,
76,"Miscanthus sacchariflorus 4x  'Hokkaido U, Livestock Farm-2'-Accn:JPN-2011-008-Q46808-Alt:JPN-2011-008","Miscanthus sacchariflorus 4x  'Hokkaido U, Livestock Farm-2'",Miscanthus sacchariflorus 4x,N Japan 4x Msa,JPN-2011-008,Q46808,JPN-2011-008,UI21-00063,JPN-2011-008,2,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,,,,,,,,,,,,,,,,,,,,6wks,,root,,,,,,,,
77,"Miscanthus sacchariflorus 4x  'Hokkaido U, Livestock Farm-2'-Accn:JPN-2011-008-Q46808-Alt:JPN-2011-008","Miscanthus sacchariflorus 4x  'Hokkaido U, Livestock Farm-2'",Miscanthus sacchariflorus 4x,N Japan 4x Msa,JPN-2011-008,Q46808,JPN-2011-008,UI21-00063,JPN-2011-008,2,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,,,,,,,,,,,,,,,,,,,,15wks,flush_1,exudate,,,,,,,,
78,"Miscanthus sacchariflorus 4x  'Hokkaido U, Livestock Farm-2'-Accn:JPN-2011-008-Q46808-Alt:JPN-2011-008","Miscanthus sacchariflorus 4x  'Hokkaido U, Livestock Farm-2'",Miscanthus sacchariflorus 4x,N Japan 4x Msa,JPN-2011-008,Q46808,JPN-2011-008,UI21-00063,JPN-2011-008,2,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,,,,,,,,,,,,,,,,,,,,15wks,flush_2,exudate,,,,,,,,
79,"Miscanthus sacchariflorus 4x  'Hokkaido U, Livestock Farm-2'-Accn:JPN-2011-008-Q46808-Alt:JPN-2011-008","Miscanthus sacchariflorus 4x  'Hokkaido U, Livestock Farm-2'",Miscanthus sacchariflorus 4x,N Japan 4x Msa,JPN-2011-008,Q46808,JPN-2011-008,UI21-00063,JPN-2011-008,2,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,,,,,,,,,,,,,,,,,,,,15wks,,soil,,,,,,,,
80,"Miscanthus sacchariflorus 4x  'Hokkaido U, Livestock Farm-2'-Accn:JPN-2011-008-Q46808-Alt:JPN-2011-008","Miscanthus sacchariflorus 4x  'Hokkaido U, Livestock Farm-2'",Miscanthus sacchariflorus 4x,N Japan 4x Msa,JPN-2011-008,Q46808,JPN-2011-008,UI21-00063,JPN-2011-008,2,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,,,,,,,,,,,,,,,,,,,,15wks,,root,,,,,,,,
81,Miscanthus sacchariflorus 4x  'Tomatoh Corporation-2'-Accn:JPN-2011-010-Q46810-Alt:JPN-2011-010,Miscanthus sacchariflorus 4x  'Tomatoh Corporation-2',Miscanthus sacchariflorus 4x,N Japan 4x Msa,JPN-2011-010,Q46810,JPN-2011-010,UI21-00065,JPN-2011-010,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,flush_1,exudate,,,,,,,,
82,Miscanthus sacchariflorus 4x  'Tomatoh Corporation-2'-Accn:JPN-2011-010-Q46810-Alt:JPN-2011-010,Miscanthus sacchariflorus 4x  'Tomatoh Corporation-2',Miscanthus sacchariflorus 4x,N Japan 4x Msa,JPN-2011-010,Q46810,JPN-2011-010,UI21-00065,JPN-2011-010,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,flush_2,exudate,,,,,,,,
83,Miscanthus sacchariflorus 4x  'Tomatoh Corporation-2'-Accn:JPN-2011-010-Q46810-Alt:JPN-2011-010,Miscanthus sacchariflorus 4x  'Tomatoh Corporation-2',Miscanthus sacchariflorus 4x,N Japan 4x Msa,JPN-2011-010,Q46810,JPN-2011-010,UI21-00065,JPN-2011-010,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,,soil,,,,,,,,
84,Miscanthus sacchariflorus 4x  'Tomatoh Corporation-2'-Accn:JPN-2011-010-Q46810-Alt:JPN-2011-010,Miscanthus sacchariflorus 4x  'Tomatoh Corporation-2',Miscanthus sacchariflorus 4x,N Japan 4x Msa,JPN-2011-010,Q46810,JPN-2011-010,UI21-00065,JPN-2011-010,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,,root,,,,,,,,
85,Miscanthus sacchariflorus 4x  'Tomatoh Corporation-2'-Accn:JPN-2011-010-Q46810-Alt:JPN-2011-010,Miscanthus sacchariflorus 4x  'Tomatoh Corporation-2',Miscanthus sacchariflorus 4x,N Japan 4x Msa,JPN-2011-010,Q46810,JPN-2011-010,UI21-00065,JPN-2011-010,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,flush_1,exudate,,,,,,,,
86,Miscanthus sacchariflorus 4x  'Tomatoh Corporation-2'-Accn:JPN-2011-010-Q46810-Alt:JPN-2011-010,Miscanthus sacchariflorus 4x  'Tomatoh Corporation-2',Miscanthus sacchariflorus 4x,N Japan 4x Msa,JPN-2011-010,Q46810,JPN-2011-010,UI21-00065,JPN-2011-010,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,flush_2,exudate,,,,,,,,
87,Miscanthus sacchariflorus 4x  'Tomatoh Corporation-2'-Accn:JPN-2011-010-Q46810-Alt:JPN-2011-010,Miscanthus sacchariflorus 4x  'Tomatoh Corporation-2',Miscanthus sacchariflorus 4x,N Japan 4x Msa,JPN-2011-010,Q46810,JPN-2011-010,UI21-00065,JPN-2011-010,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,,soil,,,,,,,,
88,Miscanthus sacchariflorus 4x  'Tomatoh Corporation-2'-Accn:JPN-2011-010-Q46810-Alt:JPN-2011-010,Miscanthus sacchariflorus 4x  'Tomatoh Corporation-2',Miscanthus sacchariflorus 4x,N Japan 4x Msa,JPN-2011-010,Q46810,JPN-2011-010,UI21-00065,JPN-2011-010,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,,root,,,,,,,,
89,Miscanthus sacchariflorus  'PMS-512'-Accn:PMS-512-Q49089-Alt:,Miscanthus sacchariflorus  'PMS-512',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,PMS-512,Q49089,,UI21-00076,PMS-512,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,flush_1,exudate,,,,,,,,
90,Miscanthus sacchariflorus  'PMS-512'-Accn:PMS-512-Q49089-Alt:,Miscanthus sacchariflorus  'PMS-512',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,PMS-512,Q49089,,UI21-00076,PMS-512,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,flush_2,exudate,,,,,,,,
91,Miscanthus sacchariflorus  'PMS-512'-Accn:PMS-512-Q49089-Alt:,Miscanthus sacchariflorus  'PMS-512',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,PMS-512,Q49089,,UI21-00076,PMS-512,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,,soil,,,,,,,,
92,Miscanthus sacchariflorus  'PMS-512'-Accn:PMS-512-Q49089-Alt:,Miscanthus sacchariflorus  'PMS-512',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,PMS-512,Q49089,,UI21-00076,PMS-512,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,,root,,,,,,,,
93,Miscanthus sacchariflorus  'PMS-512'-Accn:PMS-512-Q49089-Alt:,Miscanthus sacchariflorus  'PMS-512',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,PMS-512,Q49089,,UI21-00076,PMS-512,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,flush_1,exudate,,,,,,,,
94,Miscanthus sacchariflorus  'PMS-512'-Accn:PMS-512-Q49089-Alt:,Miscanthus sacchariflorus  'PMS-512',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,PMS-512,Q49089,,UI21-00076,PMS-512,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,flush_2,exudate,,,,,,,,
95,Miscanthus sacchariflorus  'PMS-512'-Accn:PMS-512-Q49089-Alt:,Miscanthus sacchariflorus  'PMS-512',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,PMS-512,Q49089,,UI21-00076,PMS-512,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,,soil,,,,,,,,
96,Miscanthus sacchariflorus  'PMS-512'-Accn:PMS-512-Q49089-Alt:,Miscanthus sacchariflorus  'PMS-512',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,PMS-512,Q49089,,UI21-00076,PMS-512,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,,root,,,,,,,,
97,Miscanthus sacchariflorus  'RU2012-048'-Accn:RU2012-048-Q47661-Alt:,Miscanthus sacchariflorus  'RU2012-048',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,RU2012-048,Q47661,,UI19-00122,RU2012-048,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,flush_1,exudate,,,,,,,,
98,Miscanthus sacchariflorus  'RU2012-048'-Accn:RU2012-048-Q47661-Alt:,Miscanthus sacchariflorus  'RU2012-048',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,RU2012-048,Q47661,,UI19-00122,RU2012-048,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,flush_2,exudate,,,,,,,,
99,Miscanthus sacchariflorus  'RU2012-048'-Accn:RU2012-048-Q47661-Alt:,Miscanthus sacchariflorus  'RU2012-048',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,RU2012-048,Q47661,,UI19-00122,RU2012-048,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,,soil,,,,,,,,
100,Miscanthus sacchariflorus  'RU2012-048'-Accn:RU2012-048-Q47661-Alt:,Miscanthus sacchariflorus  'RU2012-048',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,RU2012-048,Q47661,,UI19-00122,RU2012-048,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,6wks,,root,,,,,,,,
101,Miscanthus sacchariflorus  'RU2012-048'-Accn:RU2012-048-Q47661-Alt:,Miscanthus sacchariflorus  'RU2012-048',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,RU2012-048,Q47661,,UI19-00122,RU2012-048,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,flush_1,exudate,,,,,,,,
102,Miscanthus sacchariflorus  'RU2012-048'-Accn:RU2012-048-Q47661-Alt:,Miscanthus sacchariflorus  'RU2012-048',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,RU2012-048,Q47661,,UI19-00122,RU2012-048,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,flush_2,exudate,,,,,,,,
103,Miscanthus sacchariflorus  'RU2012-048'-Accn:RU2012-048-Q47661-Alt:,Miscanthus sacchariflorus  'RU2012-048',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,RU2012-048,Q47661,,UI19-00122,RU2012-048,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,,soil,,,,,,,,
104,Miscanthus sacchariflorus  'RU2012-048'-Accn:RU2012-048-Q47661-Alt:,Miscanthus sacchariflorus  'RU2012-048',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,RU2012-048,Q47661,,UI19-00122,RU2012-048,1,1,2025/07/18 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,0,,,,,,,,,,,,,,,,,,,,15wks,,root,,,,,,,,
105,Miscanthus sacchariflorus  'RU2012-069'-Accn:RU2012-069-Q47678-Alt:,Miscanthus sacchariflorus  'RU2012-069',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,RU2012-069,Q47678,,UI19-00137,RU2012-069,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,,,,,,,,,,,,,,,,,,,,6wks,flush_1,exudate,,,,,,,,
106,Miscanthus sacchariflorus  'RU2012-069'-Accn:RU2012-069-Q47678-Alt:,Miscanthus sacchariflorus  'RU2012-069',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,RU2012-069,Q47678,,UI19-00137,RU2012-069,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,,,,,,,,,,,,,,,,,,,,6wks,flush_2,exudate,,,,,,,,
107,Miscanthus sacchariflorus  'RU2012-069'-Accn:RU2012-069-Q47678-Alt:,Miscanthus sacchariflorus  'RU2012-069',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,RU2012-069,Q47678,,UI19-00137,RU2012-069,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,,,,,,,,,,,,,,,,,,,,6wks,,soil,,,,,,,,
108,Miscanthus sacchariflorus  'RU2012-069'-Accn:RU2012-069-Q47678-Alt:,Miscanthus sacchariflorus  'RU2012-069',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,RU2012-069,Q47678,,UI19-00137,RU2012-069,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,,,,,,,,,,,,,,,,,,,,6wks,,root,,,,,,,,
109,Miscanthus sacchariflorus  'RU2012-069'-Accn:RU2012-069-Q47678-Alt:,Miscanthus sacchariflorus  'RU2012-069',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,RU2012-069,Q47678,,UI19-00137,RU2012-069,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,,,,,,,,,,,,,,,,,,,,15wks,flush_1,exudate,,,,,,,,
110,Miscanthus sacchariflorus  'RU2012-069'-Accn:RU2012-069-Q47678-Alt:,Miscanthus sacchariflorus  'RU2012-069',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,RU2012-069,Q47678,,UI19-00137,RU2012-069,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,,,,,,,,,,,,,,,,,,,,15wks,flush_2,exudate,,,,,,,,
111,Miscanthus sacchariflorus  'RU2012-069'-Accn:RU2012-069-Q47678-Alt:,Miscanthus sacchariflorus  'RU2012-069',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,RU2012-069,Q47678,,UI19-00137,RU2012-069,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,,,,,,,,,,,,,,,,,,,,15wks,,soil,,,,,,,,
112,Miscanthus sacchariflorus  'RU2012-069'-Accn:RU2012-069-Q47678-Alt:,Miscanthus sacchariflorus  'RU2012-069',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,RU2012-069,Q47678,,UI19-00137,RU2012-069,1,1,2025/04/15 00:00:00,mxg_genotype_exudates,MXG_GENEX,1,1,,,,,,,,,,,,,,,,,,,,15wks,,root,,,,,,,,
113,Miscanthus sacchariflorus  'RU2012-112'-Accn:RU2012-112-Q47715-Alt:,Miscanthus sacchariflorus  'RU2012-112',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,RU2012-112,Q47715,,UI19-00174,RU2012-112,,,,mxg_genotype_exudates,MXG_GENEX,,,,,,,,,,,,,,,,,,,,,,6wks,flush_1,exudate,,,,,,,,
114,Miscanthus sacchariflorus  'RU2012-112'-Accn:RU2012-112-Q47715-Alt:,Miscanthus sacchariflorus  'RU2012-112',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,RU2012-112,Q47715,,UI19-00174,RU2012-112,,,,mxg_genotype_exudates,MXG_GENEX,,,,,,,,,,,,,,,,,,,,,,6wks,flush_2,exudate,,,,,,,,
115,Miscanthus sacchariflorus  'RU2012-112'-Accn:RU2012-112-Q47715-Alt:,Miscanthus sacchariflorus  'RU2012-112',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,RU2012-112,Q47715,,UI19-00174,RU2012-112,,,,mxg_genotype_exudates,MXG_GENEX,,,,,,,,,,,,,,,,,,,,,,6wks,,soil,,,,,,,,
116,Miscanthus sacchariflorus  'RU2012-112'-Accn:RU2012-112-Q47715-Alt:,Miscanthus sacchariflorus  'RU2012-112',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,RU2012-112,Q47715,,UI19-00174,RU2012-112,,,,mxg_genotype_exudates,MXG_GENEX,,,,,,,,,,,,,,,,,,,,,,6wks,,root,,,,,,,,
117,Miscanthus sacchariflorus  'RU2012-112'-Accn:RU2012-112-Q47715-Alt:,Miscanthus sacchariflorus  'RU2012-112',Miscanthus sacchariflorus,NE China/Korea/Russia 2x Msa,RU2012-112,Q47715,,UI19-00174,RU2012-112,,,,mxg_genotype_exudates,MXG_GENEX,,,,,,,,,,,,,,,,,,,,,,15wks,flush_1,exudate,,,,,,,,
