ID,Checked,Comments,Name,Formula,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: mzVault Search,Annot. Source: ChemSpider Search,Annot. Source: SIRIUS Formulas,Annot. Source: SIRIUS Structures,Annot. Source: SIRIUS De-Novo Structures,# Annots.: Predicted Compositions,# Annots.: mzCloud Search,# Annots.: mzVault Search,# Annots.: ChemSpider Search,# Annots.: SIRIUS Formulas,# Annots.: SIRIUS Structures,# Annots.: SIRIUS De-Novo Structures,Annot. DeltaMass [Da],Annot. DeltaMass [ppm],Calc. MW,m/z,Reference Ion,RT [min],Area (Max.),Top CSI Score,Top CSI Tanimoto Sim.,Top CSI Exact Confidence,Top CSI Approx. Confidence,Top ClassyFire Superclass,Top ClassyFire Class,Top ClassyFire Subclass,CSI Rank,PubChem CID,HMDB ID,KEGG ID,DSSTox ID,InChIKey,mzCloud Best Match,mzCloud Best Match Confidence,mzVault Best Match,mzVault Library Match: NIST_2023_MSMS_HR1,mzVault Library Match: NIST_2023_MSMS_HR2,Polarity,MS2,MS2 Purity [%],control_1_6wks_6wks_flush_1_exudate_Organic,control_1_6wks_6wks_flush_2_exudate_Organic,control_1_15wks_15wks_flush_1_exudate_Organic,control_1_15wks_15wks_flush_2_exudate_Organic,control_2_6wks_6wks_flush_1_exudate_Organic,control_2_6wks_6wks_flush_2_exudate_Organic,control_2_15wks_15wks_flush_1_exudate_Organic,control_2_15wks_15wks_flush_2_exudate_Organic,JM0034dot001_6wks_flush_1_exudate_Organic,JM0034dot001_6wks_flush_2_exudate_Organic,JM0034dot001_15wks_flush_1_exudate_Organic,JM0034dot001_15wks_flush_2_exudate_Organic,JM0062dot001_6wks_flush_1_exudate_Organic,JM0062dot001_6wks_flush_2_exudate_Organic,JM0062dot001_15wks_flush_1_exudate_Organic,JM0062dot001_15wks_flush_2_exudate_Organic,JPN-2011-004_15wks_flush_1_exudate_Organic,JPN-2011-004_15wks_flush_2_exudate_Organic,JPN-2011-023_15wks_flush_1_exudate_Organic,JPN-2011-023_15wks_flush_2_exudate_Organic,JY025_15wks_flush_1_exudate_Organic,JY025_15wks_flush_2_exudate_Organic,JY027_15wks_flush_1_exudate_Organic,JY027_15wks_flush_2_exudate_Organic,KMS062_15wks_flush_1_exudate_Organic,KMS062_15wks_flush_2_exudate_Organic,KMS113_6wks_flush_1_exudate_Organic,KMS113_6wks_flush_2_exudate_Organic,KMS113_15wks_flush_1_exudate_Organic,KMS113_15wks_flush_2_exudate_Organic,PI417947_6wks_flush_1_exudate_Organic,PI417947_6wks_flush_2_exudate_Organic,PI417947_15wks_flush_1_exudate_Organic,PI417947_15wks_flush_2_exudate_Organic,PMS-165_6wks_flush_1_exudate_Organic,PMS-165_6wks_flush_2_exudate_Organic,PMS-165_15wks_flush_1_exudate_Organic,PMS-165_15wks_flush_2_exudate_Organic,PMS-182_6wks_flush_1_exudate_Organic,PMS-182_6wks_flush_2_exudate_Organic,PMS-182_15wks_flush_1_exudate_Organic,PMS-182_15wks_flush_2_exudate_Organic,PMS-546_6wks_flush_1_exudate_Organic,PMS-546_6wks_flush_2_exudate_Organic,PMS-546_15wks_flush_1_exudate_Organic,PMS-546_15wks_flush_2_exudate_Organic,UI10-00009_15wks_flush_1_exudate_Organic,UI10-00009_15wks_flush_2_exudate_Organic,UI11-00002_6wks_flush_1_exudate_Organic,UI11-00002_6wks_flush_2_exudate_Organic,UI11-00002_15wks_flush_1_exudate_Organic,UI11-00002_15wks_flush_2_exudate_Organic,UI14-00019_6wks_flush_1_exudate_Organic,UI14-00019_6wks_flush_2_exudate_Organic,UI14-00019_15wks_flush_1_exudate_Organic,UI14-00019_15wks_flush_2_exudate_Organic,UI25-00001_6wks_flush_1_exudate_Organic,UI25-00001_6wks_flush_2_exudate_Organic,UI25-00001_15wks_flush_1_exudate_Organic,UI25-00001_15wks_flush_2_exudate_Organic
2999,FALSE,,,C17 H8 Cl2 N4,Full match,No results,No results,No match,No results,No results,No results,15,0,0,1,0,0,0,-0.00148,-4.37,338.01113,339.0184,[M+H]+1,19.78,2437004.361,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2437004.361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,FALSE,,,C16 H12 Cl2 S2,Full match,No results,No results,No match,No results,No results,No results,15,0,0,1,0,0,0,-0.00099,-2.92,337.97476,338.98204,[M+H]+1,21.942,5515994.41,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189756.869,0,0,0,0,0,0,0,763839.7629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5515994.41,3689963.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3001,FALSE,,"N4-(4-chloro-2,5-dimethoxyphenyl)morpholine-4-carbothioamide",C13 H17 Cl N2 O3 S,No match,Full match,No results,No results,No match,No match,No match,2,2,0,0,10,10,10,4.00E-05,0.11,316.06488,339.05409,[M+Na]+1,20.685,15429947.91,-176.45,0.29,0.03,0.03,Organic acids and derivatives,Organic thiophosphoric acids and derivatives,Thiophosphoric acid esters,,,,,,CAIABYZABFPZGO-UHFFFAOYSA-N,99.1,10,,No matches found,No matches found,+,DDA for other ion,75.87287402,4196744.58,7473249.888,4311721.524,8221520.262,6041650.922,9377843.838,3374376.309,8930325.861,4283545.519,10743875.36,9998321.585,9791247.344,9075982.224,10190104.11,5534242.69,12667966.17,3947879.549,6165824.88,3391366.195,4783158.415,2590928.835,5225574.033,0,0,2150907.781,2345886.802,5345392.554,11502519.89,5281095.413,7783667.568,0,1259191.671,1021932.193,2019772.051,4216928.467,7331549.979,2622889.86,6181947.847,2685942.248,3952335.826,2234317.804,4904187.452,2758642.868,4770870.477,2552039.133,3498326.443,0,0,0,7615861.879,6070571.262,7683287.926,7471712.268,15429947.91,9083912.268,15102807.15,3680180.342,7749051.428,4438370.417,7422111.229
3002,FALSE,,"N4-(4-chloro-2,5-dimethoxyphenyl)morpholine-4-carbothioamide",C13 H17 Cl N2 O3 S,No match,Invalid mass,No results,No match,No match,No match,No match,5,2,0,16,10,10,10,21.98192,69548.78,338.04676,339.05404,[M+H]+1,20.911,5639647.495,-170.31,0.25,0.01,0.01,Organic acids and derivatives,Carboxylic acids and derivatives,Monocarboxylic acids and derivatives,,,,,,CAIABYZABFPZGO-UHFFFAOYSA-N,97.9,9.9,,No matches found,No matches found,+,DDA for preferred ion,66.29080298,0,2525179.462,1854607.711,3547773.281,1600083.081,3018963.507,1323952.926,0,0,3465861.451,1973671.103,3308449.04,3486881.385,3427343.19,0,4460194.909,0,0,0,0,0,0,0,0,0,0,0,3469345.655,0,2731938.297,0,492484.6078,0,0,1855491.05,2558514.393,738427.0252,2112722.117,1071591.741,1362183.988,0,1801836.203,1081882.997,1824174.902,0,0,0,0,0,0,0,0,0,4793280.446,2507437.675,5639647.495,0,3243009.521,0,2937984.504
3003,FALSE,,,C15 H14 O9,Full match,No results,No results,Full match,No results,No results,No results,15,0,0,1,0,0,0,-0.00029,-0.85,338.06349,339.07077,[M+H]+1,17.058,3168444.978,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,0,0,0,0,0,0,0,0,0,0,0,3168444.978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3004,FALSE,,"(6-Phenyl-2,3-dihydroimidazo[2,1-b]thiazole-5-yl)phosphonic acid diethyl ester",C15 H19 N2 O3 P S,No match,No results,No results,No match,Full match,Full match,No match,1,0,0,1,10,9,10,0.00022,0.66,338.08562,339.0929,[M+H]+1,25.224,1494970.033,-217.17,0.27,0.01,0.01,Benzenoids,,,1,132516191,,,,QFWNREGMRHPFPE,,,,No matches found,No matches found,+,DDA for preferred ion,88.54981012,394332.9077,400933.1322,569287.1727,806219.6204,520321.609,588070.6869,538941.8926,608922.1276,660664.0748,770309.4726,1133227.394,1200953.842,1394371.039,1494970.033,1274082.002,1175178.731,392586.5417,326516.5967,0,367227.6211,370301.1946,430418.0781,0,197744.5899,253785.1512,747519.8626,0,622755.2186,655956.5749,805591.95,0,0,0,0,297476.4855,296588.9373,339052.3282,406632.18,0,0,196406.4366,0,205563.8496,266042.3027,0,316958.0208,364819.8619,390278.6167,439960.3904,439214.4573,514588.7079,552985.3944,1226145.05,942366.5828,824969.757,727536.3757,0,673165.8532,559962.4959,730391.3171
3005,FALSE,,,C45 H49 N5 O,Full match,No results,No results,No results,No results,No results,No results,15,0,0,0,0,0,0,0.00183,2.71,675.39554,338.70505,[M+2H]+2,23.986,400272.1,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400272.1,187004.0672,0,0,0,0,0,0
3006,FALSE,,N-[N-(p-chlorobenzoyl)-4-aminobutyryl]-L-proline,C16 H19 Cl N2 O4,Full match,No results,No results,No results,Full match,Full match,Partial match,15,0,0,0,10,10,10,-0.00029,-0.86,338.10304,339.11032,[M+H]+1,18.674,7292912.466,-238.64,0.58,0.11,0.11,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",1,22814613,,,,COJUNOSUBCVZOJ,,,,No matches found,No matches found,+,DDA for preferred ion,71.83297231,0,0,0,0,0,0,0,0,7292912.466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3007,FALSE,,4-(2-Propen-1-yloxy)phenyl 4-[(2-methyl-1-oxo-2-propen-1-yl)oxy]benzoate,C20 H18 O5,Not the top hit,No results,No results,Partial match,Full match,Full match,Partial match,12,0,0,25,10,10,10,-0.00028,-0.82,338.11515,339.12242,[M+H]+1,23.511,1128999.738,-117.62,0.52,0.05,0.05,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,1,19762030,,,DTXSID501150794,PIHRLZIXLITFRF,,,,No matches found,No matches found,+,DDA for preferred ion,51.09501163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826729.484,0,1128999.738,0,0,0,0
3008,FALSE,,[(2-methylpropan-2-yl)oxycarbonylamino] (2R)-3-chloro-2-[(2-methylpropan-2-yl)oxycarbonylamino]propanoate,C13 H23 Cl N2 O6,Full match,No results,No results,No results,Full match,Full match,Partial match,15,0,0,0,10,5,10,-0.00012,-0.36,338.12434,339.13162,[M+H]+1,21.21,9914803.273,-218.08,0.29,0.01,0.01,Lipids and lipid-like molecules,Fatty Acyls,Fatty amides,1,10893135,,,,UAWMCYOCRVTMSG,,,,No matches found,No matches found,+,DDA for preferred ion,84.52916089,553779.2697,0,12378254.41,5475406.433,0,0,9959341.653,4804500.272,0,0,861443.1847,852889.1148,0,0,0,812022.0158,2591075.539,1162292.124,2130450.563,823137.6805,6176027.549,2330769.351,712982.1524,1446722.212,866098.5876,0,0,0,3313626.481,977698.9368,0,0,0,291721.7559,0,0,0,688294.886,0,0,457178.4333,0,0,0,0,1646334.083,9853430.611,4650241.585,0,0,976262.1915,502608.0458,0,0,8480968.442,7324154.778,0,0,3810517.088,2281606.681
3009,FALSE,,,C11 H23 N4 O6 P,Full match,No results,No results,No match,No results,No results,No results,11,0,0,1,0,0,0,-0.00169,-4.99,338.13383,339.14111,[M+H]+1,17.07,1035635.593,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,0,100895.6529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517041.0481,0,0,0,0,0,0,0,0,1035635.593,0,0,0,0,0,0,0,0,0,0,0,0,670812.7936,0,0,0,0,0,154205.9661,0,0,0,0,0,0,0
3010,FALSE,,,,No results,No results,No results,Unused,No results,No results,No results,0,0,0,19,0,0,0,0,,338.15105,339.15833,[M+H]+1,21.9,119073.2061,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119073.2061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3011,FALSE,,"3,3,5-Trimethylcyclohexyl 2-(2-chlorophenoxy)-2-methylpropanoate",C19 H27 Cl O3,No match,No results,No results,No match,Full match,Full match,No match,3,0,0,2,10,8,10,-0.00031,-0.93,338.16456,339.17183,[M+H]+1,24.756,858813.1438,-270.17,0.32,0.03,0.03,Benzenoids,Benzene and substituted derivatives,Halobenzenes,1,3045123,,,DTXSID20973888,NAGXRJDOCHFQFA,,,,No matches found,No matches found,+,DDA for preferred ion,90.41600193,0,0,0,0,0,0,0,0,0,0,0,705764.6307,842400.5795,824329.9972,789221.5868,825927.2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181484.7878,147126.7051,0,0,0,0,0,0,0,0,0,0,858813.1438,760594.3097,657869.8294,756993.9507,0,0,0,0
3012,FALSE,,,C15 H33 O2 P3,Full match,No results,No results,No results,No results,No results,No results,8,0,0,0,0,0,0,-0.00107,-3.16,338.16827,339.17555,[M+H]+1,16.879,1085601.523,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,0,1085601.523,0,0,0,4286765.359,0,303488.7785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3013,FALSE,,"(8aR)-2-(2-Pyridinylmethyl)-7-(tetrahydro-2H-pyran-4-yl)hexahydroimidazo[1,5-a]pyrazin-3(2H)-one",C17 H24 N4 O2,No match,Invalid mass,No results,No match,No match,No match,No match,7,3,0,5,10,10,10,21.9829,69524.37,338.17283,339.18011,[M+H]+1,19.464,18129325.3,-171.29,0.13,0.03,0.03,Lipids and lipid-like molecules,,,,,,,,BMMFFQLHZBSYQK-MRXNPFEDSA-N,88.7,9.4,,No matches found,No matches found,+,DDA for preferred ion,79.76731328,3644298.467,2812519.352,12186309.51,0,5484837.718,0,11367141.65,3350090.57,7908364.208,4365588.744,5030958.069,0,9568829.463,6914963.711,11792052.14,4739723.742,5874138.018,0,3171453.173,1536638.796,0,0,0,0,3790797.467,0,8674210.347,0,0,0,2904369.184,0,2726783.666,4200385.029,7544929.853,0,9242926.119,0,2311073.701,0,3687238.593,1515438.071,7125391.444,2014215.205,5274541.975,0,4603488.394,0,6924394.044,0,3068056.16,0,13639670.91,0,18129325.3,6252302.471,14630638.38,4691903.955,4796580.78,0
3014,FALSE,,"1,4-Anhydro-2,5-dideoxy-5-(isonicotinoylamino)-2-[(1-methyl-4-piperidinyl)amino]-D-arabinitol",C17 H26 N4 O3,No match,Invalid mass,No results,No match,No match,No match,No match,10,1,0,1,10,4,10,21.98292,65777.64,356.18341,357.19071,[M+H]+1,18.087,19145923.02,-233.09,0.12,0.02,0.02,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,,,,,,MZVYFANAKXDQPW-OAGGEKHMSA-N,92.5,64.7,,No matches found,No matches found,+,DDA for preferred ion,85.81256828,3730624.721,3454154.493,10494911.11,5522601.893,8822642.708,4334547.663,11754302.16,3834547.819,6884756.008,5114351.039,10054254.89,4928812.223,17794489.85,6912790.372,19145923.02,9302442.618,8185550.369,0,6027782.794,2182052.585,4278954.695,0,0,3838074.452,2419958.63,0,9587873.677,0,8101454.634,3405556.661,4073901.793,1869419.172,4825949.72,7856880.687,7580983.529,5049484.761,9148485.018,0,3556000.109,925857.5745,6377487.344,2767503.053,6589780.856,3515920.444,7242985.47,4750440.334,3575603.176,0,9346081.007,3755830.378,7664578.796,945283.0808,13797771.24,8031511.883,18656789.83,0,9125223.205,3340556.785,7127610.88,3083515.135
3015,FALSE,,,C15 H18 N10,Full match,No results,No results,No match,No results,No results,No results,7,0,0,5,0,0,0,0.0012,3.55,338.17279,339.18007,[M+H]+1,19.738,770051.384,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,0,0,0,0,0,0,0,0,0,0,0,0,590343.994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770051.384,0,0,0,0,741729.2419,702764.8307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265174.039,0,0,0,0
3016,FALSE,,,C14 H32 N2 O3 P2,Full match,No results,No results,No match,No results,No results,No results,7,0,0,3,0,0,0,-0.00064,-1.91,338.18817,339.19545,[M+H]+1,22.944,256344.0299,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256344.0299,236597.8915,0,0,0,0
3017,FALSE,,,C21 H22 O4,Full match,No results,No results,Full match,No results,No results,No results,9,0,0,19,0,0,0,-0.0003,-0.9,338.15151,339.15878,[M+H]+1,24.269,179572.9059,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179572.9059,0,0,0,0
3018,FALSE,,,,No results,No results,No results,Unused,No results,No results,No results,0,0,0,5,0,0,0,0,,338.1736,339.18088,[M+H]+1,23.083,89426.31775,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89426.31775,0,0,0,0,0
3019,FALSE,,,,No results,No results,No results,No results,No results,No results,No results,0,0,0,0,0,0,0,0,,338.22853,339.23581,[M+H]+1,21.925,153722.5684,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153722.5684,0,0,0,0,0,0,0,0,0,0
3020,FALSE,,,C20 H34 O4,Full match,No results,No results,Full match,No results,No results,No results,4,0,0,13,0,0,0,-4.00E-05,-0.11,338.24567,339.25295,[M+H]+1,22.906,2940513.91,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,0,0,0,0,0,0,0,388456.7167,0,0,0,0,0,230954.9433,0,0,0,0,0,0,0,78536.65401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69212.68073,0,0,0,0,0,0,0,74456.67371,0,0,0,0,2940513.91,0,0,0,0,0,0,0
3021,FALSE,,Glycerol monooleate,C21 H40 O4,Full match,Full match,No results,Full match,Full match,Not the top hit,Partial match,1,1,0,7,2,10,6,-5.00E-05,-0.14,356.29261,339.28932,[M+H-H2O]+1,25.928,792101.3224,-188.39,0.5,0.12,0.12,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,6,5283468,HMDB0011567,,DTXSID0052831,RZRNAYUHWVFMIP-QJRAZLAKSA-N,61.2,46.5,,No matches found,No matches found,+,DDA for other ion,100,0,0,310841.6752,596382.8141,182642.7276,0,699590.8013,309930.3198,403636.4924,332297.5417,487616.8584,515727.5277,301988.991,492426.4901,584316.0184,384036.9715,236867.9715,0,0,0,0,0,190970.3958,0,0,0,619164.2252,0,603326.761,276991.4978,0,0,703861.2091,0,0,0,0,0,0,0,0,123318.4332,0,0,0,0,0,0,0,0,0,0,413390.859,310211.848,475411.6459,395597.9072,0,265773.1069,792101.3224,0
3022,FALSE,,,C15 H28 Cl2 N O P,Full match,No results,No results,Invalid mass,No results,No results,No results,2,0,0,1,0,0,0,-0.00012,-0.36,339.12844,340.13571,[M+H]+1,18.666,1338264.857,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1338264.857,0,0,0,0
3023,FALSE,,,,No results,No results,No results,Unused,No results,No results,No results,0,0,0,1,0,0,0,0,,339.11714,340.12442,[M+H]+1,18.254,230840.3917,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230840.3917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3024,FALSE,,"6,8-Diheptyl-2,3-dihydro-1H-indolizinium",C22 H38 N,No match,No results,No results,No results,Not the top hit,Full match,No results,1,0,0,0,3,1,0,-0.00039,-1.24,316.30003,355.26314,[M+K]+1,25.365,661586.4895,-207.55,0.4,,,Organic nitrogen compounds,Organonitrogen compounds,Amines,1,101722854,,,,SGOGLHIQJKDWGH,,,,No matches found,No matches found,+,DDA for other ion,28.65667774,0,328441.9207,0,413733.4955,377173.5496,499216.5399,484093.4243,594936.9444,347579.8456,457221.5152,326001.792,349606.646,540115.4649,397193.7751,601928.4765,639592.748,415249.698,321426.5855,404913.6963,403232.512,269635.6661,438548.023,246450.2408,305584.9524,360731.7582,393210.236,416098.1004,473704.311,404927.8559,391924.8015,400946.9647,223190.5187,436700.322,502369.9385,365784.675,330798.2681,271019.5291,440168.9553,458681.7981,315951.1819,346353.4294,302149.4557,262448.719,0,351929.322,440133.6607,0,412568.8395,346638.1474,498956.937,661586.4895,457053.0044,384094.2792,328664.8434,400096.089,416706.841,469222.2511,418557.6203,339978.672,498656.7976
3025,FALSE,,,,No results,No results,No results,No results,No results,No results,No results,0,0,0,0,0,0,0,0,,339.14495,340.15222,[M+H]+1,18.507,136555.6902,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,0,136555.6902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3026,FALSE,,,,No results,No results,No results,No results,No results,No results,No results,0,0,0,0,0,0,0,0,,339.13658,340.14386,[M+H]+1,21.918,122386.0281,,,,,,,,,,,,,,,,,No matches found,No matches found,+,No MS2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122386.0281,0,0,0,0,0
3027,FALSE,,"2-(4-Heptylsulfanyl-2,5-dimethoxyphenyl)ethyl-dimethylazanium",C19 H33 N O2 S,Full match,No results,No results,No results,Full match,Full match,Partial match,3,0,0,0,10,10,10,-0.00023,-0.69,339.22297,340.23024,[M+H]+1,16.502,41565269.67,-249.19,0.54,0.47,0.47,Benzenoids,Thiophenol ethers,,1,1716364,,,,UUPAPYGETUCQQY,,,,No matches found,No matches found,+,DDA for preferred ion,99.75641539,0,0,0,0,0,0,0,0,0,0,0,0,772161.5089,0,0,0,0,0,0,0,0,0,0,0,0,0,19004540.61,12441898.27,0,0,385486.8355,0,0,0,1163848.586,0,0,0,0,0,0,0,0,0,0,0,0,0,1505211.101,0,0,0,40989285.54,41565269.67,0,0,21635182.52,2999876.098,0,0
3028,FALSE,,tert-butyl (2S)-2-amino-3-[4-[2-(2-methoxyethoxy)ethoxy]phenyl]propanoate,C18 H29 N O5,Full match,No results,No results,No results,Full match,Full match,Partial match,5,0,0,0,10,10,10,-0.00011,-0.31,339.20447,340.21174,[M+H]+1,22.414,4654404.669,-217.14,0.39,0.26,0.26,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",1,22940766,,,,WMMSLRRSAXUULR,,,,No matches found,No matches found,+,DDA for preferred ion,88.08162735,2778091.195,6600795.514,4329871.67,7814314.604,6589530.831,6640079.86,3469624.454,8598233.295,4743736.735,1571758.867,0,3328965.616,3583535.337,1175387.205,4775711.938,4110851.008,3792265.197,1144344.248,2780851.688,2975192.409,1695467.117,2590171.257,2342777.021,2468626.975,3094266.193,3111470.009,1656049.34,4874298.101,0,3440892.192,5229956.471,11222814.79,3780360.053,6365352.427,8114168.279,8921598.442,7253428.222,7668760.097,8914905.991,6556089.475,4098944.443,8146185.84,5989011.674,9238301.398,8924023.595,7762890.948,2898265.587,3315321.681,3172577.237,2057742.593,3724103.19,3308517.667,0,3143730.486,3201610.464,4184668.95,2987845.796,3949800.282,3020373.028,3629464.731
3029,FALSE,,"Benzenemethanamine, N,N-bis(2,2-diethoxyethyl)-",C19 H33 N O4,Full match,No results,No results,No results,Full match,Full match,No results,3,0,0,0,3,10,0,-9.00E-05,-0.26,339.24087,340.24815,[M+H]+1,23.566,13488138.57,-294.67,0.24,0.03,0.03,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",1,300269,,,DTXSID10306202,SGWYKWYEYCSALV,,,,No matches found,No matches found,+,DDA for preferred ion,90.98870373,704971.9752,6105526.618,0,0,1401000.181,10232062.28,0,0,1245159.29,0,0,0,1340646.055,850279.8665,959702.854,0,0,0,0,0,0,0,87759.4786,0,0,0,1664440.008,0,0,0,4348977.32,2111885.855,0,0,2035648.207,991616.9057,0,0,1475997.233,1284940.526,743981.2303,0,1258989.275,0,0,234119.479,0,0,3092482.976,3950185.477,0,0,2863329.694,13488138.57,703122.1192,0,1192844.288,3001020.1,0,0
3030,FALSE,,cyclo[D-Leu-Leu-Leu-Leu-Leu-Leu],C36 H66 N6 O6,Not the top hit,No results,No results,No results,Full match,Full match,Partial match,15,0,0,0,3,10,10,-0.00037,-0.54,678.50402,340.25927,[M+2H]+2,17.408,7587002.588,-103.65,0.6,0.16,0.16,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",1,118716568,,,,VGUZDHRHSNHFFT,,,,No matches found,No matches found,+,DDA for other ion,71.40228021,602918.0135,671205.0928,653976.078,680807.5437,522773.6635,625697.6005,0,917687.1028,0,1214462.37,453821.0167,581599.0482,0,404390.7693,0,499914.9096,2324774.771,1919637.373,1942878.013,1477749.516,1202670.066,1307505.496,7587002.588,5878655.155,5738758.621,3919379.132,898578.8872,0,1089996.811,862360.858,0,813691.5333,776155.2919,733925.0296,562881.8738,504368.0648,0,519691.6698,788399.7999,0,709072.9051,685543.9788,532441.1416,752669.3445,614422.4879,0,3167442.675,2755384.026,1481584.924,1948289.669,1317815.108,1427846.007,0,0,0,382314.9841,1400519.06,1152669.136,1110077.971,1185548.609
